context_id,context_len,bayes_p_next_1,model_p_next_1
83,1521,0.9979324603721571,0.9912202954292297
84,728,0.2823529411764706,0.2507147192955017
85,229,0.18518518518518517,0.17896147072315216
86,921,0.24725274725274726,0.187465101480484
87,661,0.4577114427860697,0.47662121057510376
88,886,0.2993920972644377,0.2707958221435547
89,726,0.8,0.7832767963409424
90,82,0.9259259259259259,0.9245897531509399
91,1832,0.6062717770034843,0.633319616317749
92,881,0.9427710843373494,0.920248806476593
93,562,0.8558139534883721,0.8437284231185913
94,510,0.5887573964497042,0.5911926627159119
95,1679,0.027698863636363636,0.04592365399003029
96,247,0.32710280373831774,0.3006099760532379
97,1107,0.6918767507002801,0.7131490707397461
98,367,0.21428571428571427,0.11484039574861526
99,732,0.13825757575757575,0.13676071166992188
100,545,0.7688442211055276,0.8913015127182007
101,1973,0.004081632653061225,0.006037958897650242
102,904,0.39737991266375544,0.3431369662284851
103,1884,0.18820410868124585,0.16549642384052277
104,253,0.7225130890052356,0.7085723280906677
105,1447,0.7903225806451613,0.7463122606277466
106,1487,0.2457516339869281,0.26195028424263
107,1126,0.9203109815354713,0.9230828881263733
108,1435,0.15332771693344566,0.18335162103176117
109,1540,0.834,0.8302938938140869
110,364,0.30386740331491713,0.25776293873786926
111,121,0.875,0.8660038113594055
112,612,0.15182186234817813,0.15484607219696045
113,1419,0.8014112903225806,0.7805405259132385
114,1938,0.31924198250728864,0.33691564202308655
115,1535,0.5912863070539419,0.6223997473716736
116,526,0.3644859813084112,0.39185649156570435
117,1124,0.9292635658914729,0.9357973337173462
118,355,0.36666666666666664,0.3949289619922638
119,648,0.11631944444444445,0.11660008132457733
120,1272,0.9671403197158082,0.9559216499328613
121,1314,0.026687598116169546,0.02621513605117798
122,661,0.5710594315245479,0.6070255041122437
123,568,0.15859030837004406,0.13754750788211823
124,467,0.638095238095238,0.6504824161529541
125,1043,0.005952380952380952,0.04505845531821251
126,1474,0.5483870967741935,0.5563319325447083
127,1229,0.28870292887029286,0.31146231293678284
128,1755,0.6729490022172949,0.7061378359794617
129,292,0.050359712230215826,0.052405621856451035
130,1928,0.7898305084745763,0.8755965232849121
131,1875,0.9931389365351629,0.9748057723045349
132,1591,0.4858115777525539,0.4302605986595154
133,1467,0.8777038269550749,0.8941825032234192
134,1614,0.7920489296636085,0.8479015231132507
135,207,0.2376237623762376,0.2777869701385498
136,466,0.8823529411764706,0.8702991604804993
137,874,0.37142857142857144,0.4869357943534851
138,1298,0.8688524590163934,0.8452825546264648
139,1439,0.9320388349514563,0.9351624250411987
140,1027,0.7056672760511883,0.681668758392334
141,757,0.6948051948051948,0.6676371097564697
142,1244,0.13504823151125403,0.17335425317287445
143,1918,0.44769085768143263,0.4341229796409607
144,991,0.935659760087241,0.9398062229156494
145,1312,0.6336760925449871,0.6375715732574463
146,993,0.19854280510018216,0.21770931780338287
147,624,0.9151943462897526,0.9068049788475037
148,1789,0.06638755980861244,0.054347142577171326
149,1380,0.6524908869987849,0.6441984176635742
150,1883,0.6773276474769012,0.7043455839157104
151,307,0.2275132275132275,0.21385806798934937
152,197,0.4166666666666667,0.3978172838687897
153,1592,0.004410838059231254,0.004973188973963261
154,1419,0.38953488372093026,0.3752599060535431
155,821,0.7555012224938875,0.7148337364196777
156,1133,0.8149659863945579,0.7479302287101746
157,950,0.8308270676691729,0.9391244649887085
158,1332,0.6762402088772846,0.7068099975585938
159,1031,0.818075117370892,0.806608259677887
160,274,0.8731343283582089,0.8343828320503235
161,810,0.9098591549295775,0.8875964283943176
162,800,0.8168674698795181,0.8003925085067749
163,1042,0.3867403314917127,0.35134556889533997
164,700,0.5442764578833693,0.5682792663574219
165,778,0.8172043010752689,0.7138891816139221
166,439,0.7950819672131147,0.8150126338005066
167,1832,0.23433048433048434,0.20269015431404114
168,1196,0.9609151572926596,0.9700685739517212
169,910,0.8614775725593667,0.8556851148605347
170,147,0.7962962962962963,0.8310222625732422
171,1931,0.23943661971830985,0.2627081274986267
172,1381,0.3227016885553471,0.2924312949180603
173,648,0.9577464788732394,0.9620739817619324
174,859,0.445859872611465,0.4864020049571991
175,1056,0.22274881516587677,0.20696569979190826
176,179,0.34177215189873417,0.33590954542160034
177,838,0.9006410256410257,0.9080528020858765
178,1029,0.5945945945945946,0.5865617394447327
179,1841,0.3204172876304024,0.31524938344955444
180,1471,0.662962962962963,0.7560027241706848
181,1781,0.49143468950749464,0.5267452001571655
182,1855,0.7335216572504708,0.7441828846931458
183,1759,0.8009708737864077,0.8033480048179626
184,187,0.6984126984126984,0.6591391563415527
185,1266,0.8177905308464849,0.7980603575706482
186,1725,0.008264462809917356,0.04416310787200928
187,877,0.4489051094890511,0.5001952052116394
188,112,0.45098039215686275,0.43431782722473145
189,978,0.5711743772241993,0.5859035849571228
190,893,0.19946091644204852,0.19198296964168549
191,1640,0.9446640316205533,0.9411889314651489
192,1151,0.9882988298829883,0.983352780342102
193,644,0.6505576208178439,0.6588540077209473
194,1893,0.8005232177894048,0.8177785277366638
195,447,0.11931818181818182,0.12097041308879852
196,1789,0.0577485380116959,0.06674899905920029
197,679,0.9032258064516129,0.8759242296218872
198,1384,0.7653429602888087,0.7854222655296326
199,1733,0.7390029325513197,0.7356747388839722
200,2015,0.5552721088435374,0.5136810541152954
